date,open,high,low,close,volume
2023-06-27,4857.69,4909.77,4770.6,4822.29,4791115346
2023-06-28,4822.29,4845.95,4787.24,4810.84,3670214471
2023-06-29,4810.84,4824.75,4765.53,4779.34,2658236076
2023-06-30,4779.34,4811.98,4649.2,4681.17,4638344602
2023-07-03,4681.17,4758.13,4658.9,4735.6,3283419548
2023-07-04,4735.6,4735.97,4735.36,4735.73,3232889380
2023-07-05,4735.73,4751.69,4664.96,4680.73,4556940245
2023-07-06,4680.73,4687.35,4626.23,4632.78,2969325043
2023-07-07,4632.78,4642.81,4526.09,4535.91,5065689136
2023-07-10,4535.91,4556.55,4525.88,4546.5,4055627235
2023-07-11,4546.5,4564.78,4502.13,4520.3,5146324472
2023-07-12,4520.3,4562.69,4479.76,4522.14,3008706397
2023-07-13,4522.14,4532.39,4516.41,4526.65,3081433158
2023-07-14,4526.65,4534.88,4432.88,4440.95,2462181625
2023-07-17,4440.95,4460.19,4369.5,4388.51,2899966852
2023-07-18,4388.51,4417.53,4343.96,4372.88,3078343982
2023-07-19,4372.88,4375.18,4369.32,4371.62,4903472115
2023-07-20,4371.62,4387.91,4359.27,4375.54,3730526298
2023-07-21,4375.54,4486.06,4316.48,4426.32,4064647901
2023-07-24,4426.32,4465.79,4420.08,4459.5,5254010850
2023-07-25,4459.5,4472.5,4370.86,4383.64,4603279837
2023-07-26,4383.64,4446.48,4380.95,4443.76,5620142590
2023-07-27,4443.76,4516.0,4420.61,4492.6,4789386260
2023-07-28,4492.6,4494.12,4407.83,4409.33,4172339022
2023-07-31,4409.33,4495.38,4383.05,4468.75,3908827972
2023-08-01,4468.75,4488.92,4447.98,4468.15,4495581172
2023-08-02,4468.15,4507.3,4435.77,4474.87,4456294373
2023-08-03,4474.87,4485.52,4462.79,4473.44,3228621343
2023-08-04,4473.44,4496.78,4446.12,4469.44,4144548001
2023-08-07,4469.44,4506.63,4454.59,4491.7,4698219324
2023-08-08,4491.7,4501.16,4479.18,4488.62,3667357730
2023-08-09,4488.62,4496.01,4437.77,4445.09,2944603802
2023-08-10,4445.09,4472.91,4334.59,4361.89,4302685891
2023-08-11,4361.89,4410.49,4286.05,4334.34,4956140474
2023-08-14,4334.34,4336.27,4330.27,4332.2,3466331689
2023-08-15,4332.2,4386.32,4281.27,4335.35,5632349218
2023-08-16,4335.35,4356.38,4253.11,4273.83,4166076315
2023-08-17,4273.83,4284.77,4240.2,4251.08,2989917884
2023-08-18,4251.08,4253.51,4240.44,4242.86,3410066357
2023-08-21,4242.86,4266.25,4202.24,4225.54,2794161032
2023-08-22,4225.54,4228.23,4202.5,4205.18,4440125059
2023-08-23,4205.18,4252.23,4200.92,4247.93,4231811138
2023-08-24,4247.93,4315.56,4241.73,4309.27,2688518154
2023-08-25,4309.27,4311.25,4295.15,4297.12,3564773911
2023-08-28,4297.12,4329.86,4274.85,4307.53,4940426948
2023-08-29,4307.53,4337.25,4227.29,4256.66,5194927426
2023-08-30,4256.66,4268.25,4246.1,4257.69,2269779833
2023-08-31,4257.69,4284.68,4055.14,4081.02,3459857237
2023-09-01,4081.02,4115.58,4006.26,4040.48,4546316758
2023-09-04,4040.48,4103.61,3981.23,4044.31,2917698456
2023-09-05,4044.31,4070.39,4042.53,4068.59,2654395509
2023-09-06,4068.59,4096.1,4017.06,4044.4,2984672347
2023-09-07,4044.4,4083.75,3984.92,4024.07,2804040916
2023-09-08,4024.07,4049.08,3948.38,3973.07,2612318336
2023-09-11,3973.07,4074.13,3917.17,4017.61,2589155498
2023-09-12,4017.61,4056.48,4014.26,4053.1,4638450232
2023-09-13,4053.1,4100.08,4046.75,4093.66,4774052938
2023-09-14,4093.66,4168.11,4076.37,4150.58,4458072624
2023-09-15,4150.58,4235.07,4124.98,4209.1,5261055660
2023-09-18,4209.1,4216.67,4185.56,4193.1,5741839665
2023-09-19,4193.1,4225.04,4170.35,4202.24,3742160847
2023-09-20,4202.24,4224.0,4147.63,4169.21,3428432229
2023-09-21,4169.21,4253.97,4131.52,4215.85,2579939934
2023-09-22,4215.85,4284.1,4207.09,4275.21,5183346319
2023-09-25,4275.21,4301.66,4237.99,4264.38,4841663094
2023-09-26,4264.38,4303.11,4260.01,4298.7,5109517187
2023-09-27,4298.7,4305.74,4245.02,4251.99,3768068174
2023-09-28,4251.99,4272.02,4229.25,4249.27,5266167376
2023-09-29,4249.27,4268.84,4239.78,4259.33,5373872262
2023-10-02,4259.33,4291.02,4230.78,4262.45,4397194135
2023-10-03,4262.45,4266.7,4252.02,4256.27,5263430210
2023-10-04,4256.27,4285.85,4240.23,4269.75,5072196484
2023-10-05,4269.75,4314.26,4179.7,4223.73,4724261501
2023-10-06,4223.73,4227.58,4220.16,4224.01,5613025279
2023-10-09,4224.01,4304.17,4203.29,4283.16,3958880248
2023-10-10,4283.16,4327.17,4243.85,4287.81,4525250439
2023-10-11,4287.81,4290.44,4210.54,4213.13,2534992061
2023-10-12,4213.13,4264.15,4174.96,4225.87,3302341708
2023-10-13,4225.87,4239.95,4171.49,4185.43,4111318952
2023-10-16,4185.43,4204.19,4106.37,4124.86,3390848669
2023-10-17,4124.86,4143.67,4097.74,4116.52,3105053234
2023-10-18,4116.52,4148.47,4105.41,4137.31,2630397068
2023-10-19,4137.31,4146.71,4060.95,4070.2,2866539432
2023-10-20,4070.2,4108.79,4042.72,4081.24,4808506003
2023-10-23,4081.24,4136.13,4076.87,4131.7,3218795331
2023-10-24,4131.7,4164.52,4122.09,4154.85,3018939388
2023-10-25,4154.85,4162.91,4151.05,4159.1,4122886321
2023-10-26,4159.1,4225.84,4076.74,4143.23,4192092280
2023-10-27,4143.23,4155.45,4125.29,4137.49,5326460310
2023-10-30,4137.49,4140.37,4052.03,4054.86,4266631190
2023-10-31,4054.86,4059.87,4008.22,4013.18,2863709213
2023-11-01,4013.18,4123.54,3995.0,4104.95,3919825074
2023-11-02,4104.95,4146.88,4082.54,4124.37,2466695812
2023-11-03,4124.37,4130.34,4110.24,4116.2,2737111304
2023-11-06,4116.2,4124.28,4077.07,4085.1,5778105241
2023-11-07,4085.1,4166.02,4056.86,4137.42,4382743544
2023-11-08,4137.42,4163.37,4120.24,4146.15,4081261126
2023-11-09,4146.15,4154.38,4096.56,4104.71,5296599996
2023-11-10,4104.71,4142.24,4103.4,4140.92,4435698355
2023-11-13,4140.92,4166.84,4064.08,4089.68,5611324721
2023-11-14,4089.68,4114.63,4073.38,4098.29,4577541293
2023-11-15,4098.29,4126.2,4085.61,4113.48,2470233528
2023-11-16,4113.48,4160.18,4113.03,4159.72,4337720302
2023-11-17,4159.72,4177.23,4135.75,4153.23,4745040987
2023-11-20,4153.23,4179.46,4115.02,4141.18,4674585712
2023-11-21,4141.18,4227.62,4121.05,4207.16,4450208825
2023-11-22,4207.16,4257.05,4107.25,4156.53,3730500277
2023-11-23,4156.53,4166.49,4090.26,4100.08,5470281202
2023-11-24,4100.08,4117.03,4091.69,4108.62,2797322041
2023-11-27,4108.62,4146.95,4047.55,4085.66,4249145377
2023-11-28,4085.66,4097.92,4069.58,4081.83,4679240768
2023-11-29,4081.83,4137.5,3997.47,4052.74,4001699837
2023-11-30,4052.74,4053.12,4036.98,4037.37,2343498823
2023-12-01,4037.37,4046.22,3997.38,4006.16,3101324448
2023-12-04,4006.16,4127.46,3972.8,4093.38,5209451010
2023-12-05,4093.38,4120.81,3978.31,4005.15,5798460700
2023-12-06,4005.15,4021.97,3974.7,3991.46,2344834023
2023-12-07,3991.46,4021.44,3964.48,3994.43,4545434161
2023-12-08,3994.43,4025.15,3986.8,4017.48,4307186651
2023-12-11,4017.48,4038.49,3966.87,3987.72,2528472662
2023-12-12,3987.72,4005.32,3950.68,3968.19,4612480634
2023-12-13,3968.19,4008.32,3951.58,3991.62,4697225226
2023-12-14,3991.62,4047.68,3914.18,3969.94,5128837725
2023-12-15,3969.94,3978.06,3921.51,3929.55,3332261765
2023-12-18,3929.55,3985.53,3829.11,3884.45,3655030205
2023-12-19,3884.45,3890.8,3764.27,3770.44,4567577391
2023-12-20,3770.44,3776.62,3727.9,3734.02,2875297149
2023-12-21,3734.02,3762.77,3666.16,3694.6,4451471471
2023-12-22,3694.6,3712.21,3679.67,3697.27,4177190700
2023-12-25,3697.27,3744.61,3686.82,3734.05,4713700104
2023-12-26,3734.05,3850.23,3692.41,3807.77,4391938001
2023-12-27,3807.77,3823.81,3794.38,3810.41,4183020425
2023-12-28,3810.41,3813.67,3792.35,3795.6,5772125701
2023-12-29,3795.6,3846.11,3782.42,3832.8,2622878136
2024-01-01,3832.8,3879.81,3809.31,3856.17,4779771973
2024-01-02,3856.17,3857.2,3825.53,3826.56,5205006204
2024-01-03,3826.56,3858.23,3824.43,3856.09,4184554276
2024-01-04,3856.09,3890.98,3758.12,3792.44,4029667209
2024-01-05,3792.44,3880.31,3761.19,3848.59,3194490650
2024-01-08,3848.59,3882.88,3825.43,3859.65,5563294217
2024-01-09,3859.65,3861.74,3787.31,3789.36,3218220339
2024-01-10,3789.36,3818.19,3746.62,3775.36,5796048399
2024-01-11,3775.36,3776.19,3754.29,3755.12,4138890079
2024-01-12,3755.12,3778.72,3706.03,3729.47,4156348226
2024-01-15,3729.47,3734.93,3693.59,3699.01,2879148545
2024-01-16,3699.01,3726.36,3657.27,3684.51,3040824805
2024-01-17,3684.51,3693.9,3677.99,3687.38,4880938545
2024-01-18,3687.38,3726.2,3631.15,3669.79,3589883508
2024-01-19,3669.79,3704.75,3601.12,3635.77,5730945299
2024-01-22,3635.77,3635.94,3626.7,3626.88,4008248140
2024-01-23,3626.88,3650.46,3543.0,3566.19,5347085346
2024-01-24,3566.19,3575.76,3517.24,3526.71,3844941068
2024-01-25,3526.71,3548.12,3500.15,3521.53,4557212775
2024-01-26,3521.53,3564.76,3501.91,3545.01,5689133070
2024-01-29,3545.01,3572.75,3489.78,3517.31,4539411949
2024-01-30,3517.31,3592.93,3484.18,3559.41,5293631863
2024-01-31,3559.41,3572.17,3525.16,3537.84,4787382730
2024-02-01,3537.84,3586.2,3494.84,3543.14,2329236759
2024-02-02,3543.14,3602.37,3530.62,3589.69,5515344755
2024-02-05,3589.69,3650.84,3589.11,3650.25,3762297298
2024-02-06,3650.25,3711.71,3632.25,3693.5,5341285237
2024-02-07,3693.5,3705.32,3629.64,3641.29,5452326623
2024-02-08,3641.29,3715.92,3630.18,3704.63,3256123993
2024-02-09,3704.63,3713.45,3682.27,3691.06,4112198745
2024-02-12,3691.06,3706.87,3616.68,3632.24,2811941136
2024-02-13,3632.24,3719.33,3611.25,3697.96,4430957326
2024-02-14,3697.96,3752.78,3649.03,3703.77,2715223792
2024-02-15,3703.77,3707.88,3673.29,3677.37,3119176149
2024-02-16,3677.37,3747.21,3675.02,3744.81,5444353924
2024-02-19,3744.81,3756.65,3724.48,3736.29,3790227220
2024-02-20,3736.29,3760.91,3684.87,3709.31,4500179328
2024-02-21,3709.31,3717.04,3677.72,3685.41,5243094130
2024-02-22,3685.41,3718.67,3664.71,3697.9,3939549019
2024-02-23,3697.9,3731.73,3669.1,3702.88,4269322948
2024-02-26,3702.88,3735.8,3702.03,3734.94,5720600144
2024-02-27,3734.94,3749.99,3704.76,3719.74,4237344461
2024-02-28,3719.74,3753.66,3663.02,3696.73,2376559302
2024-02-29,3696.73,3712.85,3647.88,3663.85,5454959047
2024-03-01,3663.85,3702.21,3611.94,3650.15,4385433993
2024-03-04,3650.15,3675.09,3595.38,3620.11,4435208187
2024-03-05,3620.11,3651.3,3564.86,3595.84,4573053545
2024-03-06,3595.84,3649.57,3570.04,3623.57,5452253334
2024-03-07,3623.57,3638.44,3590.99,3605.78,3786963484
2024-03-08,3605.78,3622.62,3538.87,3555.48,2524480152
2024-03-11,3555.48,3589.46,3506.22,3540.05,2832304253
2024-03-12,3540.05,3590.54,3520.53,3570.85,5697362492
2024-03-13,3570.85,3579.98,3485.46,3494.4,5189701430
2024-03-14,3494.4,3533.48,3453.52,3492.59,3934652187
2024-03-15,3492.59,3546.5,3460.03,3513.75,3419374913
2024-03-18,3513.75,3618.92,3477.92,3582.39,2706725254
2024-03-19,3582.39,3662.03,3573.48,3652.95,4807180163
2024-03-20,3652.95,3756.21,3645.75,3748.82,5096515518
2024-03-21,3748.82,3778.53,3676.49,3705.86,2250107158
2024-03-22,3705.86,3711.44,3661.7,3667.22,4622182174
2024-03-25,3667.22,3692.99,3619.93,3645.54,5160702284
2024-03-26,3645.54,3666.73,3641.7,3662.88,3041758847
2024-03-27,3662.88,3746.4,3655.73,3739.1,4221066576
2024-03-28,3739.1,3771.12,3731.04,3763.01,2427581348
2024-03-29,3763.01,3845.74,3718.76,3801.05,3287884628
2024-04-01,3801.05,3807.87,3777.91,3784.7,5606541518
2024-04-02,3784.7,3809.62,3746.23,3771.06,2549891195
2024-04-03,3771.06,3795.64,3763.12,3787.66,3833117524
2024-04-04,3787.66,3820.55,3726.24,3758.88,5605506708
2024-04-05,3758.88,3776.95,3688.11,3705.93,2756282448
2024-04-08,3705.93,3711.1,3687.32,3692.48,3961649336
2024-04-09,3692.48,3722.23,3588.32,3617.46,2317778632
2024-04-10,3617.46,3634.54,3574.7,3591.65,5621998611
2024-04-11,3591.65,3610.63,3583.88,3602.83,4668448955
2024-04-12,3602.83,3619.29,3492.3,3508.32,3491225828
2024-04-15,3508.32,3516.48,3483.0,3491.12,2639774988
2024-04-16,3491.12,3533.33,3472.29,3514.38,4585967457
2024-04-17,3514.38,3536.48,3463.7,3485.62,2276886837
2024-04-18,3485.62,3507.87,3470.41,3492.63,2653325987
2024-04-19,3492.63,3495.75,3478.47,3481.58,4954566553
2024-04-22,3481.58,3503.16,3467.53,3489.08,5330903536
2024-04-23,3489.08,3499.5,3470.39,3480.79,5441911728
2024-04-24,3480.79,3551.4,3480.05,3550.64,2720876729
2024-04-25,3550.64,3582.04,3538.85,3570.18,2828189635
2024-04-26,3570.18,3574.33,3562.77,3566.92,2253497178
2024-04-29,3566.92,3589.84,3551.64,3574.53,3365577263
2024-04-30,3574.53,3587.24,3568.27,3580.97,4870185005
2024-05-01,3580.97,3586.77,3517.88,3523.59,3914485475
2024-05-02,3523.59,3557.08,3498.61,3532.05,2592594436
2024-05-03,3532.05,3533.28,3446.75,3447.95,2356114132
2024-05-06,3447.95,3504.17,3407.3,3463.34,4077224372
2024-05-07,3463.34,3477.3,3364.53,3378.15,2418971466
2024-05-08,3378.15,3380.86,3342.55,3345.23,4669950985
2024-05-09,3345.23,3347.92,3270.38,3273.01,2464566576
2024-05-10,3273.01,3326.38,3259.94,3313.15,2436456039
2024-05-13,3313.15,3340.95,3279.05,3306.8,4174083162
2024-05-14,3306.8,3363.92,3202.85,3259.15,4110004614
2024-05-15,3259.15,3266.79,3209.99,3217.54,2557042462
2024-05-16,3217.54,3253.61,3163.85,3199.72,4543299993
2024-05-17,3199.72,3237.27,3169.26,3206.75,2974083038
2024-05-20,3206.75,3210.91,3181.55,3185.68,3420153827
2024-05-21,3185.68,3191.39,3149.34,3154.99,2542309021
2024-05-22,3154.99,3167.43,3101.85,3114.13,3547483684
2024-05-23,3114.13,3190.66,3079.49,3155.56,2441679909
2024-05-24,3155.56,3170.68,3148.26,3163.37,2547631957
2024-05-27,3163.37,3197.97,3125.68,3160.25,4202934648
2024-05-28,3160.25,3172.84,3114.0,3126.46,3386725533
2024-05-29,3126.46,3160.66,3114.28,3148.4,4595225872
2024-05-30,3148.4,3187.49,3110.38,3149.46,4795818443
2024-05-31,3149.46,3197.34,3144.41,3192.22,3465926268
2024-06-03,3192.22,3198.45,3167.5,3173.7,4564250690
2024-06-04,3173.7,3186.1,3164.7,3177.1,5243344306
2024-06-05,3177.1,3201.0,3118.14,3141.77,4266760015
2024-06-06,3141.77,3198.39,3107.69,3164.07,5708367767
2024-06-07,3164.07,3207.14,3140.27,3183.2,4513716989
2024-06-10,3183.2,3263.77,3175.99,3256.39,5186058843
2024-06-11,3256.39,3268.64,3242.88,3255.12,4729715582
2024-06-12,3255.12,3271.71,3228.81,3245.35,2221980841
2024-06-13,3245.35,3293.55,3226.99,3275.02,3642823638
2024-06-14,3275.02,3326.99,3253.37,3305.14,2310365554
2024-06-17,3305.14,3319.37,3291.34,3305.57,3711396977
2024-06-18,3305.57,3321.61,3273.42,3289.39,4797745483
2024-06-19,3289.39,3322.78,3264.19,3297.52,2505845343
2024-06-20,3297.52,3320.55,3293.76,3316.77,4424217454
2024-06-21,3316.77,3330.85,3291.57,3305.61,4582979294
2024-06-24,3305.61,3307.53,3269.13,3271.03,3183400639
2024-06-25,3271.03,3282.16,3261.39,3272.52,3747689080
2024-06-26,3272.52,3301.45,3234.42,3263.27,3951877912
2024-06-27,3263.27,3268.45,3254.13,3259.3,3622948225
2024-06-28,3259.3,3260.72,3255.58,3256.99,3285109703
2024-07-01,3256.99,3272.56,3246.69,3262.24,3119870214
2024-07-02,3262.24,3264.39,3259.15,3261.3,4889250844
2024-07-03,3261.3,3293.81,3244.21,3276.64,4733216548
2024-07-04,3276.64,3276.7,3215.53,3215.59,5102320671
2024-07-05,3215.59,3291.18,3198.8,3274.08,2352288141
2024-07-08,3274.08,3353.67,3268.88,3348.35,5303596049
2024-07-09,3348.35,3360.37,3298.63,3310.51,4754196261
2024-07-10,3310.51,3315.36,3292.43,3297.26,2275083612
2024-07-11,3297.26,3328.98,3239.95,3271.42,4425250947
2024-07-12,3271.42,3347.42,3233.05,3308.62,2517267572
2024-07-15,3308.62,3335.77,3296.33,3323.43,4319936637
2024-07-16,3323.43,3326.43,3288.47,3291.45,3316988422
2024-07-17,3291.45,3306.48,3261.67,3276.64,2805277748
2024-07-18,3276.64,3277.27,3260.9,3261.53,4035827424
2024-07-19,3261.53,3297.81,3251.42,3287.62,4818564780
2024-07-22,3287.62,3347.11,3254.73,3313.96,3050567856
2024-07-23,3313.96,3338.79,3303.47,3328.26,4368636346
2024-07-24,3328.26,3361.51,3299.17,3332.38,2837726064
2024-07-25,3332.38,3362.09,3309.27,3338.94,4916004970
2024-07-26,3338.94,3364.05,3317.11,3342.2,5526955330
2024-07-29,3342.2,3353.43,3288.49,3299.58,4448278405
2024-07-30,3299.58,3352.21,3278.63,3331.06,2743446645
2024-07-31,3331.06,3373.86,3322.07,3364.79,3290153566
2024-08-01,3364.79,3371.57,3357.25,3364.03,4026412787
2024-08-02,3364.03,3384.59,3330.89,3351.37,2404804183
2024-08-05,3351.37,3365.97,3344.37,3358.95,5311300122
2024-08-06,3358.95,3410.64,3336.98,3388.47,4025444142
2024-08-07,3388.47,3394.47,3341.66,3347.59,5050544070
2024-08-08,3347.59,3391.11,3334.23,3377.63,5115337303
2024-08-09,3377.63,3392.19,3346.94,3361.43,3912264500
2024-08-12,3361.43,3375.32,3355.58,3369.45,2572606758
2024-08-13,3369.45,3406.43,3358.47,3395.37,4771535977
2024-08-14,3395.37,3395.73,3375.14,3375.5,3091877404
2024-08-15,3375.5,3383.8,3334.71,3342.93,4081892926
2024-08-16,3342.93,3377.82,3326.66,3361.45,3218416883
2024-08-19,3361.45,3371.4,3326.92,3336.79,4352389104
2024-08-20,3336.79,3377.69,3308.76,3349.55,2437282675
2024-08-21,3349.55,3409.52,3332.61,3392.37,3222929105
2024-08-22,3392.37,3421.72,3355.95,3385.24,5462833709
2024-08-23,3385.24,3420.74,3372.17,3407.58,4297862252
2024-08-26,3407.58,3443.35,3392.85,3428.53,5683707427
2024-08-27,3428.53,3447.99,3399.29,3418.68,4342148421
2024-08-28,3418.68,3453.69,3411.98,3446.93,3556045501
2024-08-29,3446.93,3501.08,3410.34,3464.31,4612419039
2024-08-30,3464.31,3522.56,3434.35,3492.37,4667491984
2024-09-02,3492.37,3497.35,3438.86,3443.77,3724262918
